,cod_sed,secretaria,codigo_institucion,nombre_institucion,licencia,nit,cod_dpto,departamento,cod_mpio,municipio,localidad,barrio,direccion,telefono,correo_electronico,pagina_web,naturaleza,nombre_representante,certificado_calidad,numero_certificacion,norma,entidad_emisora,estado_certificacion,fecha_otorgamiento,longitud,latitud,año_corte,mes_corte
1483,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,9351,ACADEMIA DE IDIOMAS ELEFUN,201950075734,10204281627,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CALLE 45F N° 70A - 48,557 99 20,elefunspanish@gmail.com,www.elefun.com.co,PRIVADA,NATHALY JOHANASOTO MURCIA,NO,,,,,,-75.589204,6.251589,2020,11
1484,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,5393,BERLITZ COLOMBIA S.A.,0001,860511232-5,11,BOGOTÁ D.C.,11001,BOGOTÁ,FONTIBON,CIUDAD SALITRE,Av. EL DORADO No. 69A-51 local A-102,4161988,andrea.ramirez@berlitz.com.co,www.berlitz.com,PRIVADA,EDITH ANDREA RAMÌREZ,SI,CO19.01140,NTC 5555,BUREAU VERITAS,PRIMERA VEZ,05/06/2019 12:00:00 AM,,,2020,11
1485,3805,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL RISARALDA,4548,Corporación para el desarrollo integral de la familia CORPASAR (Santa Rosa de Cabal),Resolución 1281,900032369-4 (1),66,RISARALDA,66682,SANTA ROSA DE CABAL,,,Calle 14 Cra. 10 Esquina I. E. Lorencita Villegas de Santos,3294816,corpasar@hotmail.com,,PRIVADA,SIN NOMBRESIN NOMBRE,NO,,,,,,,,2020,11
1486,3782,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA,3150,"CENTRO DE ESTUDIOS TECNICOS ""CEPRODENT""",4033,26013519-1,23,CÓRDOBA,23001,MONTERIA,,CENTRO,CRA 2 #23 -36,7926356,info@ceprodentmonteria.edu.co,http://www.ceprodentmonteria.edu.co,PRIVADA,FERNANDO ELIASBITAR CURE,SI,FT-CER776818,NTC 5555,ICONTEC,PRIMERA VEZ,07/31/2020 12:00:00 AM,,,2020,11
1487,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,8734,AMERICAN SCHOOL WAY.,1179,830.102.217-0,50,META,50001,VILLAVICENCIO,,CENTRO COMERCIAL LLANO CENTRO,CALLE 15 No. 38-40  LOCAL 3005,6836039,direccionvillavicencio@asw.edu.co,,PRIVADA,JOSE PABLORUBIANO UMAÑA,SI,FT -CER357783,NTC 5555,ICONTEC,PRIMERA VEZ,05/11/2018 12:00:00 AM,,,2020,11
1488,3796,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META,3858,"INSTITUCION PARA EL TRABAJO Y DESARROLLO HUMANO""INANDINA""",1851,900410519-4,50,META,50006,ACACÍAS,,Dorado Bajo,Carrera 21 # 10 - 30,6719290,javier.moreno@inandina.edu.co,www.inandina.edu.co,PRIVADA,ANGELA CRISTINABEJARANO HERRERA,NO,,,,,,,,2020,11
1489,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4484,CORPORACION TECNOLOGICA EMPRESARIAL-ENGATIVA,2127,830098907- 7,11,BOGOTÁ D.C.,11001,BOGOTÁ,ENGATIVA,TABORA,CALLE 72 No. 77 A - 30,4908793 /94,rectoria@corpoempresarial.edu.co,,PRIVADA,SILVIA  ARIAS ARIAS,NO,,,,,,,,2020,11
1490,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,1912,INSTITUTO DE CIENCIAS APLICADAS - INDECAP,00372,435248889,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,VILLA NUEVA,CALLE 56 N° 45-26,4484794,indecap@indecap.edu.co,www.indecap.edu.co,PRIVADA,CLAUDIA MARÍA TORO GARCÍA,SI,FT-CER669740,NTC 5555,ICONTEC,PRIMERA VEZ,03/01/2019 12:00:00 AM,,,2020,11
1491,3816,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ,7068,ESCUELA DE DISEÑO DE ALTA COSTURA Y MODELAJE MARIANERY,71 000812,28533108-6,73,TOLIMA,73001,IBAGUÉ,,CENTRO,CALLE 15 No. 4-75 PISO 3,2645132,marianery@hotmail.com,,PRIVADA,MARIA NERYMORENO ACOSTA,NO,,,,,,,,2020,11
1492,7692,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE APARTADÓ,4880,INSTITUTO LENTE,277,900782523-1,5,ANTIOQUIA,5045,APARTADÓ,,Ortíz,Diagonal 99C Nº105B-26,8286044,institutolente@hotmail.com,,PRIVADA,CATALINANARANJO ROJAS,NO,FT-CER457600,NTC 5555,ICONTEC,VENCIDA,04/01/2016 12:00:00 AM,,,2020,11
1493,3807,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DOSQUEBRADAS,6811,CENTRO DE ESTUDIOS Y CAPACITACION TEXTIL . CECTEX,787,10066593-6,66,RISARALDA,66170,DOSQUEBRADAS,,LA PRADERA,CARRERA 21 N° 20-38,3421718,cectex@gmail.com,www.cectex.com,PRIVADA,CARLOS ALBERTOGARCÉS GARCÍA,NO,,,,,,,,2020,11
1494,4909,SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA,826,INSTITUTO CENTRO DE SISTEMAS AVANZADOS LTDA - ICSA,001864,802015655-9,8,ATLÁNTICO,8001,BARRANQUILLA,,,CARRERA 42B No. 76 - 61,3567963,icsaltda@hotmail.com,www.icsavirtual.com,PRIVADA,ORLANDOCORREDOR GOMEZ,SI,20.020-3,NTC 5555,CELAC,RENOVADA,07/31/2012 12:00:00 AM,,,2020,11
1495,3832,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VICHADA,7337,CORPORACION UNIVERSITARIA MINUTO DE DIOS,10345,800116217-2,99,VICHADA,99001,PUERTO CARREÑO,,LA PRIMAVERA,CALLE 15 Nº 13 - 161,3212038746,nvelez@uniminuto.edu,www.uniminuto.edu/llanos,PRIVADA,JAIRO ENRRIQUECORTES BARRERA,NO,,,,,,,,2020,11
1496,3794,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL MAGDALENA,4830,INSTITUTO DE FORMACION PARA EL TRABAJO EEMO MODAS,008,22428358-1,47,MAGDALENA,47288,FUNDACIÓN,,CENTRO,CALLE 6 Nº 9-45,3156988105,eemo6@hotmail.com,,PRIVADA,EDILSA ESTHER MOSCOTE ORTEGA,NO,,,,,,,,2020,11
1497,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,9283,INSTITUTO DE FORMACIÓN Y CAPACITACIÓN TÉCNICA LABORAL ENTRENADORES T.S.A.,1814,900524661-2,50,META,50001,VILLAVICENCIO,,,CALLE 25A No.18-08,3125095583,gerenciageneral@entrenadorestsa.com,,PRIVADA,ADRIANARUBIO TORRES,NO,,,,,,,,2020,11
1498,3809,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA,3867,MULTICOMPUTO - MULTITECH INSTITUTO DE EDUCACIÓN TÉCNICA,1156,890212821-1,68,SANTANDER,68001,BUCARAMANGA,,Cabecera del Llano,Carrera 33  No. 52 B - 38,6432727,direccion@multitech.edu.co,www.multitech.edu.co,PRIVADA,JAIRO DELGADO CARREÑO,SI,FT-CER247048,NTC 5555,ICONTEC,RENOVADA,05/24/2013 12:00:00 AM,,,2020,11
1499,3822,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PALMIRA,9435,CENTRO DE IDIOMAS INTERLENGUAS LTDA,4633,900318093-6,76,VALLE DEL CAUCA,76520,PALMIRA,,SANTA RITA DE PALMIRA VALLE,CARRERA 29 # 35-09,2849726,interlenguaspalmira@gmail.com,,PRIVADA,FRANCISCOHINESTROZA LIZALDA,NO,,,,,,,,2020,11
1500,3805,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL RISARALDA,5345,CORPORACION DE ESTUDIOS TECNICOS WES (WORLD EDUCATIONAL SERVICE),0917-1,900266198-6,66,RISARALDA,66687,SANTUARIO,,,Calle 5 No. 6-26 I. E. María Auxiliadora,3687912,www.corpowes@org.com,,PRIVADA,LUIS EDUARDOCARDENAS CALDERON,NO,,,,,,,,2020,11
1501,3769,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ,5630,"CENRO EDUCATIVO HISPANOAMERICANO ""CEHIS""",05207,40.042.008,15,BOYACÁ,15572,PUERTO BOYACÁ,,LA PAZ,CALLE 30 No 4-29,3115307232,GABRIELAESCARRIA@HOTMAIL.COM,,PRIVADA,BELEN GABRIELA ESCARRIA PEÑA,NO,,,,,,,,2020,11
1502,4815,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE JAMUNDÍ,6446,INSTITUTO TÉCNICO ESCUELA AMERICANA DE NEGOCIOS,36-49-0005,12985422-5,76,VALLE DEL CAUCA,76364,JAMUNDÍ,,ALFERES REAL,CARRERA 10 # 26-100,5539932,direccionjamundi@itean.edu.co,,PRIVADA,SANDRA MILENA GOMEZ MUÑOZ,NO,,,,,,,,2020,11
1503,4449,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIOHACHA,6458,CORPORACION TECNICA INTEGRAL - TRIUNFA,920,900483608-4,44,LA GUAJIRA,44001,RIOHACHA,,CENTRO,CALLE 12 Nº 11 - 20,7291929,CORTRIUNFA@HOTMAIL.COM,,PRIVADA,GUSTAVO ARMANDOMOLINA ZUÑIGA,NO,,,,,,,,2020,11
1504,3779,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR,7709,"ESCUELA DE ARTES, ADMINISTRACION, FINANZAS Y SALUD ""EAFYS""",003014,804002275-4,20,CESAR,20517,PAILITAS,,9 DE ABRIL,CALLE 5 No. 8-25,3188341634,eafyspailitas@hotmail.com,,PRIVADA,SADYS LORENAMIER PEREZ,NO,,,,,,,,2020,11
1505,3797,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO,2110,CORPORACION EDUCATIVA TECNICA Y EMPRESARIAL KAIZEN,0020,19258422-2,50,META,50001,VILLAVICENCIO,,OLIMPICO,CALLE 24 15B-45,6784846,gikaizen@hotmail.com,,PRIVADA,ELVIA LUCIARESTREPO DE PEÑA,NO,,,,,,,,2020,11
1506,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,4472,CENTRO DE PREVENCIÓN Y EDUCACIÓN EN SALUD - PREDESALUD,1993-1,830016160-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,BOSA,La Estación,CLL. 63 Sur Nº 77G - 43,"7800282, 780028",predesalud@hotmail.com,,PRIVADA,SANDRA MILENA MENDOZA RAMIREZ,NO,FT-CER231110,NTC 5555,ICONTEC,VENCIDA,03/08/2013 12:00:00 AM,,,2020,11
1507,3804,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA,5669,INSTITUTO GRANCOLOMBIANO,2152,860015685-0,63,QUINDÍO,63001,ARMENIA,,,Carrera 14 No. 7 - 46,746 04 00,diridiomas@ugca.edu.co,,PRIVADA,JAIMEBEJARANO ALZATE,NO,,,,,,,,2020,11
1508,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,719,INSTITUTO PADRE ELADIO AGUDELO-PAZ Y FUTURO,000346,800213794-6,54,NORTE DE SANTANDER,54001,CÚCUTA,,Simon Bolivar,Avenida 29 No. 15-129,5716761,pazyfuturo1@hotmail.com,,PRIVADA,RobinSantander Duarte,NO,FT-CER440105,NTC 5555,ICONTEC,SUSPENDIDA,01/27/2016 12:00:00 AM,,,2020,11
1509,3809,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA,9589,CENTRO DE IDIOMAS - UNIVERSIDAD COOPERATIVA DE COLOMBIA -UCC,24195,"860029924 - 7,",68,SANTANDER,68001,BUCARAMANGA,,Quinta Dania,Carrera 33 No. 30 A - 05,6854500,cesar.serrano@ucc.edu.co,https://www.ucc.edu.co/bucaramanga,PRIVADA,CESAR AUGUSTOSERRANO NOVOA,NO,,,,,,,,2020,11
1510,3763,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TURBO,4435,TECNICOM DE URABA (INSTITUTO TÉCNICO EN COMPUTACIÓN),4311,00012021979-9,5,ANTIOQUIA,5837,TURBO,,CENTRO,CARRERA 13 No. 100-33,8276050,tecnicom1@hotmail.es,www.tecnicom.edu.co,PRIVADA,RUBEN DARIO SALAS MENA,NO,,,,,,,,2020,11
1511,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,8566,CORPORACIÓN TÉCNICA DE NARIÑO,2798,900890641-3,52,NARIÑO,52001,PASTO,,CENTRO,"CALLE  21 No. 23-90,",3104712037,edw096@gmail.com,,PRIVADA,NAZARENO GUSTIN SANTACRUZ,NO,,,,,,,,2020,11
1512,3787,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT,8370,INSTITUCIÓN DE FORMACIÓN TECNICA Y PARA EL TRABAJO INFORTECT S.A.S,675,900.956.839-1,25,CUNDINAMARCA,25307,GIRARDOT,,Sucre,Calle 19 N° 11-20-26,3222011918,secretaria@infortect.edu.co,,PRIVADA,PEDRO ALEJANDRO SALAMANCA CASTRO,NO,,,,,,,,2020,11
1513,4841,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE YOPAL,7893,CENTRO ESPECIALIZADO DE APRENDIZAJE EDUCACIONAL DRW,1197,86058273-7,85,CASANARE,85001,YOPAL,,,CALLE 12A #27-76,6330233,direcciongeneral@educacionaldrw.com,,PRIVADA,DORIAN GONZALEZ SERNA,NO,,,,,,,,2020,11
1514,3808,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SANTANDER,4680,CORPORACION EDUCATIVA PARA EL TRABAJO Y EL DESARROLLO HUMANO EN SALUD CORPOSALUD,09277,804000957-1,68,SANTANDER,68861,VÉLEZ,,CENTRO,Carrera  6 N° 9 - 65,3164424467,coordinacionvelez@corposalud.edu.co,www.corposalud.edu.co,PRIVADA,BETHY ZORAYDAVALENZUELA SUAREZ,SI,CO20.00158,NTC 5555,BUREAU VERITAS,RENOVADA,10/28/2013 12:00:00 AM,,,2020,11
1515,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,8897,POLITÉCNICO SUR ANDINO - POLISUR,0675,98360490-6,52,NARIÑO,52001,PASTO,,BARRIO FATIMA,CALLE 18 No. 12-08,3166765789,polsurandino@gmail.com,www.polisur.edu.co,PRIVADA,ROCIO MERCEDESCAICEDO PAZ,NO,,,,,,-77.273102,1.203039,2020,11
1516,3798,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO,7389,INSTITUTO COLOMBO AMERICANO WALHAMER WHITE,5024,94356474,52,NARIÑO,52399,LA UNIÓN,,NIÑO DIOS,CARRERA 1 No 14-62,3207192497,walterbros7@hotmail.com,,PRIVADA,WALTERVELASCO BLANCO,NO,,,,,,,,2020,11
1517,3778,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN,3838,"INSTITUCION COLOMBIANA DE EDUCACION TECNICO LABORAL ""ICET""",20151700075474,25281291-2,19,CAUCA,19001,POPAYÁN,,CENTRO,CALLE 5 # 7-78,8241244,malul2@hotmail.com,www.icet.gov.co,PRIVADA,MARIA LUCIALASSO OROZCO,NO,,,,,,,,2020,11
1518,3771,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DUITAMA,1703,"CAPACITACION INTEGRAL EN SISTEMAS TECNICOS LTDA ""CISTEC  LTDA""",1329,826002775-5,15,BOYACÁ,15238,DUITAMA,,CENTRO,CALLE 14 No.14-78,7602051,cisteccolombia@yahoo.es,,PRIVADA,NEYDA LUCEROVERGARA NARANJO,NO,,,,,,,,2020,11
1519,3806,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PEREIRA,8707,PREV@SA LIDERAZGO ESTRATÉGICO EN SALUD OCUPACIONAL S.A.S.,6538,900458169,66,RISARALDA,66001,PEREIRA,,CENTRO,CARRERA 7 22-56. OFICINA 301.EDIFICIO ANTARES,3248349,AMEJIAPREVISAS@GMAIL.COM,,PRIVADA,ALVAROMEJIA SERRARNO,NO,,,,,,,,2020,11
1520,3817,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE,4859,CENTRO DE CAPACITACION OCUPACIONAL PORVENIR CCOP,0792,805021983-5,76,VALLE DEL CAUCA,76563,PRADERA,,EL JARDIN,CARRERA 17 CALLE 6,3176492774,liccyccop@hotmail.com,www.ccop.com,PRIVADA,JAMILTONNATES,NO,,,,,,,,2020,11
1521,3805,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL RISARALDA,4515,CORPORACION DE ESTUDIOS TECNICOS WES (WORLD EDUCATIONAL SERVICE),Resolución 0617,900266198-6,66,RISARALDA,66594,QUINCHÍA,,Quinchía,Calle 5 5 - 20,3398300,alfonso.bonilla@risaralda.gov.co,,PRIVADA,Doris CeciliaOjeda Espitia,NO,,,,,,,,2020,11
1522,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,4914,CENTRO DE ALTOS ESTUDIOS DEL POBLADO,11077,8110389555,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,,CALLE 14 N° 30-29,3128819,admisionesyregistros@ime.edu.co,http://centroaudiovisualmedellin.com.co,PRIVADA,GABRIEL JAIMEPEREZ DIAZ,NO,IC&T-5555-21-185-02/14,NTC 5555,INTERNATIONAL CERTIFICATION & TRAINING S.A.,VENCIDA,05/16/2014 12:00:00 AM,,,2020,11
1523,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,8021,INSTITUTO TECNICO DE COLOMBIA,2002,13495654-8,54,NORTE DE SANTANDER,54001,CÚCUTA,,COMUNEROS,CALLE 6N No. 21-34,3156056257,itc.ae.cucuta@outlook.com,,PRIVADA,VERONICALEON BOTELLO,NO,,,,,,,,2020,11
1524,3781,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA,5112,"INSTITUTO TECNICO DE COLOMBIA ""INTEC""",080,2604331-9,23,CÓRDOBA,23555,PLANETA RICA,,CENTRO,KR 8 # 16 - 18,7422610,duvyserp@hotmail.com,,PRIVADA,JAIMESUAREZ SIERRA,NO,,,,,,,,2020,11
1525,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,7309,CORPORACION ESPIRITU SANTO CORPOCES,2147,807000358-9,54,NORTE DE SANTANDER,54001,CÚCUTA,,Chapinero,Calle 4 N° 2-23,5943150,gerencia@corpocescolombia.org,,PRIVADA,Milena Vega Perez,NO,,,,,,,,2020,11
1526,3804,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE ARMENIA,862,FUNDANZA,1413,800037127,63,QUINDÍO,63001,ARMENIA,,SAN JOSE,CALLE 19 No.  27-40,7400362,fundanzaquindio@telecom.com.co,,PRIVADA,MARLON ANDRESCRUZ CASALLAS,NO,,,,,,,,2020,11
1527,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,109,ESCUELA NACIONAL DE SISTEMAS - ENSISTEMAS S.A.,4173,8000279621,11,BOGOTÁ D.C.,11001,BOGOTÁ,CHAPINERO,CHAPINERO,CRA 13 NO 50 - 31,3434910,educacion@ensistemas.com,www.ensistemas.com,PRIVADA,MARTHA CECILIAAJIACO MARTINEZ,NO,,,,,,,,2020,11
1528,3819,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA,9068,CENTRO DE LENGUAS DEL PACIFICO SAS,412,901027491-9,76,VALLE DEL CAUCA,76109,BUENAVENTURA,,INDEPENCIACIA,CR 60 C # 8 - 64,3226188137,celenpa2016@gmail.com,,PRIVADA,JAMINTONCUERO BRRAVO,NO,,,,,,,,2020,11
1529,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,1908,INSTITUTO COLOMBIANO DE CAPACITACIÓN TÉCNICA - ICCT,04561,8110153682,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,LA CANDELARIA,CALLE 54 N° 43-97,2395580,cedecolegios@une.net.co,,PRIVADA,JUAN DIEGOGONZÁLEZ RAMÍREZ,SI,20.000-4,NTC 5555,CELAC,RENOVADA,01/22/2011 12:00:00 AM,,,2020,11
1530,3799,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PASTO,4801,"INSTITUTO TECNICO DE INFORMATICA Y SISTEMAS  ""COLSUP""",2680,12984908-8,52,NARIÑO,52001,PASTO,,Centro,"Calle 16 No. 28-89, barrio San Andrés",7313163,institutocolsup@hotmail.com,,PRIVADA,JOSÉ LEONARDO QUINTERO ORDOÑEZ,NO,CO17.00102,NTC 5555,BUREAU VERITAS,SUSPENDIDA,02/07/2017 12:00:00 AM,,,2020,11
1531,3766,SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ,3784,CENESTETICA - ESTETICA INTEGRAL,764,900239966-1,11,BOGOTÁ D.C.,11001,BOGOTÁ,USAQUEN,CEDRITOS,CLL 140 N 15-31,6270606,escuela@cenestetica.com,www.cenestetica.com,PRIVADA,MARTIN YEZID ORTEGON PACHON,NO,,,,,,,,2020,11
1532,3819,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA,4968,"TALLER DE EDUCACION EN SALUD ""TECNISALUD"".",313,805015642-4,76,VALLE DEL CAUCA,76109,BUENAVENTURA,,CENTENARIO,Calle 4a Nº 10-48,2412847,buenaventura@tecnisalud.edu.co,,PRIVADA,ROCIOMONTERO AGUILAR,SI,FT-CER406751,NTC 5555,ICONTEC,RENOVADA,08/19/2015 12:00:00 AM,,,2020,11
1533,3780,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR,2318,"CORPORACION TECNICA EDUCATIVA SICOMCARIBE DEL CESAR ""CORPOTES""",0405,9111464,20,CESAR,20001,VALLEDUPAR,,CENTRO,CLL 15 5-26,5804330 - 5870227,corpotesvalledupar@hotmail.com,,PRIVADA,MILTONMENA PALACIO,NO,,,,,,,,2020,11
1534,3814,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO,4495,CENTRO DE LENGUAS EXTRANJERAS DE LA UNIVERSIDAD DE SUCRE,ORDENANZA 01 DE 1977,892.200.323 - 9,70,SUCRE,70001,SINCELEJO,,PUERTA ROJA,CARRERA 28 Nº 5 - 267,2821280-2825736,rectoria@unisucre.edu.co,www.unisucre.edu.co,OFICIAL,RAFAELPERALTA CASTRO,NO,,,,,,,,2020,11
1535,10850,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FACATATIVÁ,4539,FUNDACIÓN EDUCATIVA COMERCIAL FUNDEC,3982,860505095-8,25,CUNDINAMARCA,25269,FACATATIVÁ,,Sector Ciudadela Parque,Calle 15 No. 12-75,8422382,coordacademica@fundec.edu.co,www.fundec.edu.co,PRIVADA,Marco TulioGuzman Barragan,NO,CO17.01031,NTC 5555,BUREAU VERITAS,VENCIDA,04/07/2014 12:00:00 AM,,,2020,11
1536,3811,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORIDABLANCA,7115,CORPORACION EDUCATIVA DERMAESTETICA,1101,900535825-0,68,SANTANDER,68276,FLORIDABLANCA,,CAÑAVERAL,CALLE 30 Nº 22 - 126,6840644,informacion@dermaestetica.edu.co,www.dermaestetica.edu.co,PRIVADA,CARLOS ARTUROPARDO GARNICA,NO,,,,,,,,2020,11
1537,3815,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA,4165,POLITECNICO CENTRAL,1019,809009754-2,73,TOLIMA,73268,ESPINAL,,CENTRO,CLL 14 No. 5 - 10,2485021,politecnicocentral@hotmail.com,,PRIVADA,LEONARDOGUTIERREZ FAJARDO,NO,,,,,,,,2020,11
1538,3802,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA,4715,INSTITUTO DE IDIOMAS MBA VIP SAS,003584,900284154-9,54,NORTE DE SANTANDER,54001,CÚCUTA,,BARRIO BLANCO,AVENIDA 2 # 19 - 52,5725600,mbavipsas@yahoo.com,,PRIVADA,MARY BETSABEARDILA PACHECO,NO,,,,,,,,2020,11
1539,3767,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR,5582,"ESCUELA TECNICA MUNICIPAL EN SALUD ""ESTEMISA""",0602,900173516,13,BOLÍVAR,13836,TURBACO,,CENTRO,AVENIDA PASTRANA  No. 20-83,3045460727,estemisaturbaco@hotmail.com,,PRIVADA,MARIA BERNARDAGRANADOS HERNANDEZ,NO,,,,,,,,2020,11
1540,3815,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA,6608,INSTITUTO DE FORMACION PARA EL TRABAJO Y EL DESARROLLO HUMANO KOLPING,02545,8300137171,73,TOLIMA,73443,MARIQUITA,,NUEVO FERNANDEZ,CALLE 18 N 6-70,2522462,fundkolpingcol@etb.net.co,,PRIVADA,LUZ DARY BEJARANO AVILA,NO,,,,,,,,2020,11
1541,3818,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI,3658,CENTRO DE FORMACION JUVENIL  DEL  VALLE,4143.2.21.9216,860005068-3,76,VALLE DEL CAUCA,76001,CALI,,VALLE DEL LILI,CARRERA  108 No. 48-91 VALLE  DEL  LILI- KM. 1 VIA JAMUNDI,5554890,cfjvc@hotmail.com,,PRIVADA,GILBERTORUBIO GUERRERO,NO,,,,,,,,2020,11
1542,3801,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER,8963,INSTITUCION DE EDUCACION PARA EL TRABAJO Y EL DESARROLLO HUMANO COMFAORIENTE OCAÑA,3175,890500675-6,54,NORTE DE SANTANDER,54498,OCAÑA,,AVENIDA FRANCISCO DE CONTRERAS,CALLE 7 N°. 30-173 AVENIDA FRANCISCO DE CONTRERAS,5626882,seccionalocana@comfaoriente.com,handyfranciscopachecomejia@hotmail.com,PRIVADA,HANDY FRANCISCOPACHECO MEJIA,NO,,,,,,,,2020,11
1543,3758,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA,9039,CENTRO DE ESTUDIOS TÉCNICOS CEPRODENT,2018060360763,900350585-2,5,ANTIOQUIA,5490,NECOCLÍ,,,CARRERA 46 NO. 51 - 53,3505690449,info@ceprodentmonteria.edu.co,,PRIVADA,ANA GABRIELA DIAZ DE BITTAR,NO,,,,,,,,2020,11
1544,3815,SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA,8794,CORPORACION PEDAGOGICA AVANZADA CORPAV,0632,0000014253801-1,73,TOLIMA,73449,MELGAR,,SICOMORO,CALLE 7 No  30-06 PISO 2,3208779304,corpavcolombia@hotmail.com,,PRIVADA,GUSTAVO ADOLFORUBIANO,NO,,,,,,,,2020,11
1545,3810,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BARRANCABERMEJA,4905,INSTITUTO TECNICO COLOMBIA COLLEGE,0683,900159756-8,68,SANTANDER,68081,BARRANCABERMEJA,,GALAN,Calle 57 N°27-107,6202220,rectoria@college.edu.co,www.college.edu.co,PRIVADA,GINA ESMERALDA  HERNANDEZ NARANJO,NO,,,,,,,,2020,11
1546,3759,SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN,1897,INSTITUCIÓN EDUCATIVA ECOSESA,06033,900261397-2,5,ANTIOQUIA,5001,MEDELLÍN,MEDELLIN,FRANCISCO ANTONIO ZEA,CARRERA 69A Nº 92C-21,4701010,secreacademica@ecosesa.com.co,www.ecosesa.com.co,PRIVADA,GLORIA MARIA SIERRA LONDOÑO,SI,FT 018-1,NTC 5555,ICONTEC,RENOVADA,02/16/2011 12:00:00 AM,,,2020,11
